userid	movieid	rating	timestamp	gender	occupation	agerange
248	234	4	884534968	F	executive/managerial	25
234	10	3	891227851	F	sales/marketing	1
280	1049	2	891702486	F	executive/managerial	45
308	187	5	887738760	M	homemaker	56
276	64	5	874787441	F	homemaker	56
192	948	3	881368302	M	self-employed	56
122	509	4	879270511	M	K-12 student	45
85	588	3	880838306	M	college/grad student	35
262	931	2	879790874	M	scientist	25
201	272	3	886013700	M	programmer	1
181	870	2	878962623	M	artist	1
295	739	4	879518319	M	clerical/admin	1
263	568	4	891299387	F	college/grad student	45
295	39	4	879518279	M	college/grad student	50
201	1100	4	884112800	F	sales/marketing	56
93	820	3	888705966	F	executive/managerial	50
159	1028	5	880557539	M	homemaker	35
158	665	2	880134532	F	retired	25
293	423	3	888906070	F	technician/engineer	18
82	597	3	878768882	M	clerical/admin	56
276	181	5	874786488	M	artist	1
13	823	5	882397833	M	scientist	50
217	2	3	889069782	M	doctor/health care	35
83	660	4	880308256	F	lawyer	35
189	20	5	893264466	F	writer	25
222	796	4	878183684	F	artist	1
146	1022	5	891458193	F	scientist	1
267	121	3	878970681	M	farmer	56
126	294	3	887855087	F	scientist	45
181	1060	1	878962675	F	executive/managerial	45
125	80	4	892838865	F	unemployed	1
43	120	4	884029430	M	farmer	35
13	780	1	882142057	F	unemployed	1
253	259	2	891628883	M	customer service	1
42	44	3	881108548	M	lawyer	25
77	518	4	884753202	F	tradesman/craftsman	50
291	686	5	874835165	M	other	1
268	21	3	875742822	F	homemaker	50
262	28	3	879792220	F	farmer	50
234	81	3	892334680	M	writer	45
29	245	3	882820803	F	doctor/health care	25
236	57	5	890116575	M	other	25
158	729	3	880133116	F	executive/managerial	45
156	661	4	888185947	M	unemployed	35
232	52	5	888550130	M	clerical/admin	18
168	866	5	884287927	F	tradesman/craftsman	56
37	288	4	880915258	M	retired	45
141	245	3	884584426	M	college/grad student	1
235	230	4	889655162	M	homemaker	50
102	70	3	888803537	M	programmer	1
77	172	3	884752562	M	executive/managerial	25
90	506	5	891383319	F	writer	25
186	566	5	879023663	M	college/grad student	35
44	660	5	878347915	M	programmer	25
118	774	5	875385198	M	college/grad student	35
7	661	5	891351624	M	scientist	35
49	1003	2	888068651	M	sales/marketing	35
62	68	1	879374969	F	tradesman/craftsman	45
42	1028	4	881106072	F	technician/engineer	1
178	433	4	882827834	M	academic/educator	50
85	51	2	879454782	F	executive/managerial	35
77	474	5	884732407	F	retired	56
58	1099	2	892243079	F	sales/marketing	56
56	1047	4	892911290	M	other	50
197	688	1	891409564	F	clerical/admin	50
286	99	4	878141681	F	programmer	50
90	258	3	891382121	M	self-employed	1
181	1288	1	878962349	M	other	1
295	190	4	879517062	F	academic/educator	18
224	69	4	888082495	F	other	50
272	317	4	879454977	F	homemaker	56
221	1010	3	875246662	M	customer service	18
66	877	1	883601089	F	college/grad student	25
207	318	5	877124871	F	clerical/admin	1
234	487	3	892079237	F	doctor/health care	56
7	648	5	891351653	M	technician/engineer	1
87	82	5	879875774	F	tradesman/craftsman	50
195	1052	1	877835102	F	doctor/health care	1
44	449	5	883613334	F	artist	50
306	287	4	876504442	M	academic/educator	45
194	172	3	879521474	M	executive/managerial	18
94	62	3	891722933	F	technician/engineer	25
167	659	4	892738277	F	other	18
108	100	4	879879720	F	tradesman/craftsman	25
230	304	5	880484286	M	K-12 student	45
181	927	1	878962675	F	executive/managerial	25
54	302	4	880928519	F	doctor/health care	56
90	22	4	891384357	M	artist	50
181	696	2	878962997	M	customer service	35
286	357	4	877531537	M	lawyer	56
14	269	4	892242403	M	retired	56
311	179	2	884365357	M	other	50
92	121	5	875640679	M	scientist	35
21	440	1	874951798	M	sales/marketing	50
244	550	1	880602264	F	academic/educator	50
181	405	4	878962919	F	homemaker	25
65	806	4	879216529	F	self-employed	50
37	540	2	880916070	M	retired	50
44	443	5	878348289	F	scientist	25
244	183	4	880606043	F	executive/managerial	35
1	265	4	878542441	F	scientist	56
270	25	5	876954456	F	technician/engineer	1
299	387	2	889502756	M	doctor/health care	45
94	572	3	891723883	M	writer	45
286	746	4	877533058	M	K-12 student	56
239	272	5	889181247	F	programmer	50
216	55	5	880245145	F	writer	56
254	121	3	886472369	M	clerical/admin	50
62	665	2	879376483	M	technician/engineer	18
178	385	4	882826982	F	college/grad student	18
194	23	4	879522819	M	farmer	50
268	955	3	875745160	F	artist	45
188	143	5	875072674	F	college/grad student	1
276	294	4	874786366	F	customer service	45
158	1098	4	880135069	F	K-12 student	25
207	845	3	881681663	M	scientist	35
161	48	1	891170745	F	K-12 student	50
305	654	4	886323937	F	scientist	50
47	324	3	879439078	M	scientist	45
64	736	4	889739212	M	doctor/health care	56
191	751	3	891560753	F	self-employed	45
7	378	5	891353011	M	doctor/health care	1
59	92	5	888204997	F	other	56
69	268	5	882027109	F	doctor/health care	18
10	461	3	877888944	M	unemployed	35
21	129	4	874951382	M	clerical/admin	56
58	9	4	884304328	F	unemployed	18
194	152	3	879549996	F	executive/managerial	1
7	200	5	891353543	M	doctor/health care	35
113	126	5	875076827	F	artist	56
173	328	5	877557028	F	college/grad student	35
95	233	4	879196354	M	executive/managerial	50
16	194	5	877720733	M	other	45
59	323	4	888206809	F	retired	56
311	654	3	884365075	F	homemaker	18
292	589	4	881105516	F	other	25
43	203	4	883955224	M	self-employed	56
79	50	4	891271545	M	customer service	1
235	70	5	889655619	M	K-12 student	45
125	190	5	892836309	F	farmer	35
284	322	3	885329671	F	academic/educator	35
303	161	5	879468547	M	executive/managerial	1
254	378	3	886474396	M	retired	35
255	1034	1	883217030	M	farmer	1
104	301	2	888442275	M	academic/educator	18
90	923	5	891383912	M	lawyer	45
6	463	4	883601713	F	technician/engineer	56
279	122	1	875297433	M	programmer	45
286	298	4	875807004	M	college/grad student	25
222	448	3	878183565	F	writer	45
297	57	5	875239383	F	programmer	1
42	625	3	881108873	M	writer	25
130	1217	4	875801778	M	writer	35
254	357	3	886472466	M	clerical/admin	45
109	475	1	880563641	M	programmer	50
230	1444	2	880485726	F	farmer	50
244	310	3	880601905	F	scientist	25
6	301	2	883600406	M	unemployed	18
36	748	4	882157285	F	customer service	18
256	443	3	882164727	M	artist	56
102	515	1	888801316	M	customer service	18
104	285	4	888465201	M	K-12 student	50
21	447	5	874951695	F	programmer	1
111	301	4	891680028	M	programmer	50
18	408	5	880129628	F	other	45
25	222	4	885852817	F	technician/engineer	45
110	944	3	886989501	F	other	56
270	98	5	876955868	M	scientist	1
68	237	5	876974133	F	homemaker	25
83	215	4	880307940	M	homemaker	1
6	258	2	883268278	F	unemployed	45
89	216	5	879459859	M	programmer	56
128	317	4	879968029	F	self-employed	35
305	512	4	886323525	F	K-12 student	1
184	412	2	889912691	F	homemaker	35
286	175	5	877532470	M	K-12 student	18
279	1428	3	888465209	F	self-employed	25
256	86	5	882165103	F	sales/marketing	56
221	48	5	875245462	F	writer	18
140	332	3	879013617	F	self-employed	56
190	977	2	891042938	M	writer	18
11	227	3	891905896	M	college/grad student	1
201	203	5	884114471	F	farmer	50
150	181	5	878746685	F	K-12 student	45
126	245	3	887854726	F	customer service	45
20	208	2	879669401	F	tradesman/craftsman	25
144	742	4	888104122	M	unemployed	45
181	930	1	878963275	F	farmer	35
109	566	4	880578814	M	artist	45
85	1065	3	879455021	F	technician/engineer	56
213	133	3	878955973	F	artist	50
222	379	1	878184290	M	executive/managerial	50
223	11	3	891550649	F	college/grad student	18
215	421	4	891435704	M	college/grad student	25
218	208	3	877488366	M	technician/engineer	56
174	937	5	886432989	F	academic/educator	50
275	186	3	880314383	F	tradesman/craftsman	45
68	742	1	876974198	M	lawyer	50
268	583	4	876513830	M	doctor/health care	45
160	462	4	876858346	M	farmer	35
195	273	4	878019342	F	unemployed	1
224	178	4	888082468	F	college/grad student	25
5	110	1	875636493	M	academic/educator	45
99	1016	5	885678724	M	writer	25
2	251	5	888552084	M	lawyer	56
292	9	4	881104148	M	executive/managerial	35
72	568	4	880037203	M	executive/managerial	45
85	228	3	882813248	M	doctor/health care	45
83	281	5	880307072	F	customer service	25
92	831	2	886443708	M	customer service	45
7	543	3	891351772	M	retired	35
87	401	2	879876813	F	K-12 student	45
287	926	4	875334340	M	executive/managerial	18
1	155	2	878542201	M	homemaker	35
234	632	2	892079538	M	self-employed	18
222	53	5	878184113	M	writer	1
24	64	5	875322758	F	farmer	25
7	554	3	891354639	M	retired	1
82	56	3	878769410	F	unemployed	45
161	318	3	891170824	M	homemaker	1
196	393	4	881251863	M	executive/managerial	56
56	91	4	892683275	M	unemployed	18
82	477	3	876311344	M	clerical/admin	18
7	472	2	891353357	F	self-employed	25
256	761	4	882164644	F	unemployed	18
226	56	4	883889102	M	scientist	45
279	741	5	875296891	F	tradesman/craftsman	50
308	1286	3	887738151	F	retired	45
16	8	5	877722736	F	college/grad student	25
180	202	3	877128388	F	executive/managerial	18
203	93	4	880434940	M	lawyer	18
145	56	5	875271896	F	self-employed	25
288	305	4	886372527	M	academic/educator	56
84	742	3	883450643	F	artist	50
44	644	3	878347818	M	artist	25
17	13	3	885272654	M	farmer	35
313	117	4	891015319	F	lawyer	35
148	1	4	877019411	F	college/grad student	18
197	347	4	891409070	F	sales/marketing	1
21	164	5	874951695	F	programmer	50
279	982	3	875298314	M	homemaker	35
239	491	5	889181015	F	academic/educator	1
185	287	5	883526288	F	self-employed	56
297	89	4	875239125	F	homemaker	35
303	68	4	879467361	M	unemployed	56
186	250	1	879023607	M	retired	45
73	206	3	888625754	F	executive/managerial	18
104	756	2	888465739	M	artist	50
94	216	3	885870665	F	doctor/health care	50
239	194	5	889178833	F	tradesman/craftsman	45
197	511	5	891409839	F	lawyer	56
280	1	4	891700426	F	programmer	25
1	117	3	874965739	F	retired	1
224	583	1	888103729	F	scientist	35
303	397	1	879543831	M	K-12 student	1
60	162	4	883327734	M	customer service	18
198	258	4	884204501	F	K-12 student	50
239	513	5	889178887	M	academic/educator	25
6	69	3	883601277	M	academic/educator	45
233	375	4	876374419	M	academic/educator	18
85	642	4	882995615	M	customer service	45
110	38	3	886988574	M	college/grad student	45
184	522	3	889908462	F	programmer	1
99	873	1	885678436	F	college/grad student	56
13	418	2	882398763	M	writer	45
201	518	4	884112201	M	academic/educator	56
13	858	1	882397068	F	customer service	25
214	131	3	891544465	F	programmer	25
296	228	4	884197264	F	writer	50
222	87	3	878182589	F	customer service	25
279	725	4	875314144	F	self-employed	56
217	182	2	889070109	M	unemployed	45
85	433	3	879828720	M	farmer	56
239	234	3	889178762	F	college/grad student	50
13	72	4	882141727	M	farmer	56
194	77	3	879527421	F	clerical/admin	18
208	663	5	883108476	M	tradesman/craftsman	25
109	178	3	880572950	F	unemployed	18
230	172	4	880484523	F	sales/marketing	35
59	485	2	888204466	F	scientist	35
313	478	3	891014373	F	K-12 student	45
70	1133	3	884151344	F	unemployed	18
62	182	5	879375169	F	executive/managerial	50
198	234	3	884207833	F	tradesman/craftsman	56
65	125	4	879217509	F	lawyer	35
174	660	5	886514261	M	tradesman/craftsman	50
90	12	5	891383241	M	artist	56
130	1248	3	880396702	F	other	25
100	354	2	891375260	F	customer service	50
283	432	5	879297965	F	scientist	18
275	418	3	875154718	F	academic/educator	45
311	98	5	884364502	F	academic/educator	45
195	751	4	883295500	M	K-12 student	25
130	105	4	876251160	M	scientist	45
269	252	1	891456350	F	scientist	56
286	73	5	877532965	M	scientist	1
7	623	3	891354217	M	farmer	25
56	222	5	892679439	F	scientist	45
210	204	5	887730676	F	other	25
239	9	5	889180446	F	scientist	35
96	87	4	884403531	F	self-employed	56
297	73	2	875239691	M	lawyer	45
249	239	3	879572284	F	artist	50
94	860	2	891723706	M	college/grad student	56
84	121	4	883452307	F	tradesman/craftsman	45
275	265	4	880314031	M	homemaker	50
135	1046	3	879858003	M	college/grad student	45
291	1178	4	875086354	F	other	25
125	382	1	892836623	F	unemployed	50
70	399	4	884068521	F	unemployed	18
311	9	4	884963365	M	executive/managerial	50
301	523	4	882076146	M	retired	1
152	685	5	880149074	M	scientist	18
244	172	4	880605665	F	scientist	45
275	1091	2	875154535	F	self-employed	56
53	281	4	879443288	F	artist	18
198	118	2	884206513	F	self-employed	50
244	790	4	880608037	F	sales/marketing	45
26	125	4	891371676	M	tradesman/craftsman	18
151	13	3	879542688	F	clerical/admin	35
124	496	1	890286933	F	retired	1
24	191	5	875323003	M	clerical/admin	56
271	65	3	885849419	F	self-employed	25
307	634	3	879283385	M	sales/marketing	18
294	1245	3	877819265	M	programmer	1
234	241	2	892335042	F	customer service	50
25	501	3	885852301	M	K-12 student	45
293	137	3	888904653	M	customer service	45
201	432	3	884111312	F	technician/engineer	18
75	240	1	884050661	M	farmer	1
13	181	5	882140354	M	tradesman/craftsman	18
207	68	2	877125350	M	other	25
2	50	5	888552084	M	lawyer	56
313	566	4	891016220	F	unemployed	56
144	125	4	888104191	F	self-employed	18
188	443	4	875074329	F	customer service	50
276	324	4	874786419	M	clerical/admin	50
145	974	1	882182634	F	homemaker	56
72	234	4	880037418	M	tradesman/craftsman	35
83	385	4	887665549	M	scientist	1
181	619	3	878963086	F	homemaker	50
109	402	4	880581344	M	clerical/admin	25
207	107	3	876198301	M	executive/managerial	35
185	216	4	883526268	M	college/grad student	56
14	213	5	890881557	F	other	1
149	319	2	883512658	F	retired	45
57	79	5	883698495	F	technician/engineer	50
230	963	5	880484370	F	retired	18
176	875	4	886047442	F	writer	56
253	97	4	891628501	M	sales/marketing	1
284	269	4	885328991	M	self-employed	25
106	526	4	881452685	F	sales/marketing	45
121	180	3	891388286	F	scientist	50
62	86	2	879374640	M	clerical/admin	56
291	418	4	875086920	F	K-12 student	25
84	1033	4	883452711	M	other	45
293	380	2	888907527	M	writer	35
207	58	3	875991047	F	customer service	18
194	187	4	879520813	M	technician/engineer	35
109	97	3	880578711	F	retired	45
283	845	4	879297442	M	retired	18
297	275	5	874954260	M	farmer	1
181	334	1	878961749	M	college/grad student	18
78	255	4	879633745	F	executive/managerial	1
11	425	4	891904300	F	K-12 student	50
308	59	4	887737647	F	writer	25
193	1078	4	889126943	F	self-employed	45
297	234	3	875239018	M	scientist	35
87	585	4	879877008	F	programmer	50
250	204	2	878091682	M	writer	56
8	50	5	879362124	M	academic/educator	50
186	148	4	891719774	F	tradesman/craftsman	45
312	692	4	891699426	F	college/grad student	1
91	683	3	891438351	F	retired	18
5	454	1	875721432	M	academic/educator	25
291	376	3	875086534	M	K-12 student	35
175	127	5	877107640	M	customer service	1
145	737	2	875272833	F	unemployed	50
7	644	5	891351685	F	retired	25
276	419	5	874792907	F	writer	35
83	210	5	880307751	F	other	45
102	524	3	888803537	M	academic/educator	25
153	174	1	881371140	F	academic/educator	18
62	302	3	879371909	M	college/grad student	50
49	995	3	888065577	F	retired	25
268	298	3	875742647	F	sales/marketing	1
207	554	2	877822854	F	unemployed	18
313	616	5	891015049	M	artist	18
286	44	3	877532173	M	K-12 student	50
279	168	5	875296435	M	executive/managerial	25
276	474	5	889174904	F	clerical/admin	45
62	59	4	879373821	M	unemployed	45
254	219	1	886475980	F	doctor/health care	56
83	97	4	880308690	M	programmer	18
63	100	5	875747319	F	executive/managerial	50
16	178	5	877719333	F	farmer	45
297	233	2	875239914	F	scientist	56
90	945	5	891383866	F	customer service	1
85	25	2	879452769	M	self-employed	45
42	98	4	881106711	M	academic/educator	18
303	393	4	879484981	M	academic/educator	18
274	50	5	878944679	F	customer service	35
104	299	3	888442436	F	customer service	1
94	792	4	885873006	M	writer	45
184	98	4	889908539	M	artist	18
293	708	3	888907527	F	doctor/health care	56
248	589	4	884534968	F	executive/managerial	18
18	950	3	880130764	F	other	18
217	27	1	889070011	M	clerical/admin	25
200	892	4	884127082	F	college/grad student	1
201	148	1	884140751	F	programmer	35
296	222	5	884196640	F	K-12 student	35
7	662	3	892133739	F	sales/marketing	35
196	381	4	881251728	M	technician/engineer	50
69	427	3	882145465	M	scientist	25
72	196	4	880036747	F	customer service	45
256	472	4	882152471	F	lawyer	18
128	182	4	879967225	F	self-employed	25
151	747	3	879524564	F	college/grad student	50
7	171	3	891351287	M	other	25
286	85	5	877533224	M	clerical/admin	50
172	220	4	875537441	M	technician/engineer	45
308	516	4	887736743	M	unemployed	1
190	974	2	891625949	M	clerical/admin	1
82	756	1	878768741	M	K-12 student	1
308	436	4	887739257	F	artist	56
59	235	1	888203658	M	executive/managerial	35
64	1063	3	889739539	M	homemaker	35
145	756	2	885557506	M	technician/engineer	18
220	298	4	881198966	M	college/grad student	18
21	324	4	874950889	M	retired	35
285	269	4	890595313	M	artist	25
207	65	3	878104594	F	sales/marketing	1
198	658	3	884208173	M	programmer	18
220	333	3	881197771	M	doctor/health care	18
210	70	4	887730589	F	executive/managerial	18
181	14	1	878962392	F	retired	1
158	128	2	880134296	F	writer	35
143	682	3	888407741	F	farmer	50
75	237	2	884050309	F	self-employed	35
